DnsLookupTime;TimeOfMeasurement;Url;Path;Ip;Port;ConnectionEstablishmentTime;HttpResponse;Protocol;TcpHandshakeTimeOptional
1.281;1530974559;www.google.com;/;216.58.213.228;443;51.326;200;Q043;
1.259;1530974559;www.google.com;;216.58.213.228;443;80.762;200;TCP/TLS1.2;19.647
1.071;1530974559;www.google.com;;216.58.213.228;443;60.788;200;TCP/TLS1.3;19.625
1.323;1530974569;facebook.com;;185.60.216.35;443;46.329;301;TCP/TLS1.2;9.626
1.082;1530974569;facebook.com;;185.60.216.35;443;34.103;301;TCP/TLS1.3;9.432
1.300;1530974580;instagram.com;;34.202.138.215;443;353.858;301;TCP/TLS1.2;102.492
1.212;1530974581;instagram.com;;34.196.45.162;443;257.479;301;TCP/TLS1.3;108.335
1.384;1530974591;www.whatsapp.com;;185.60.216.53;443;44.986;302;TCP/TLS1.2;9.359
1.192;1530974591;www.whatsapp.com;;185.60.216.53;443;36.420;302;TCP/TLS1.3;9.295
1.198;1530974601;txxx.com;;104.20.72.110;443;48.046;301;TCP/TLS1.2;9.681
1.231;1530974601;txxx.com;;104.20.71.110;443;38.799;301;TCP/TLS1.3;9.510
1.156;1530974611;fbcdn.net;;185.60.216.35;443;49.929;302;TCP/TLS1.2;9.482
1.185;1530974611;fbcdn.net;;185.60.216.35;443;38.076;302;TCP/TLS1.3;9.568
1.274;1530974622;chaturbate.com;;104.16.147.241;443;48.807;200;TCP/TLS1.2;9.537
1.161;1530974622;chaturbate.com;;104.16.147.241;443;40.041;200;TCP/TLS1.3;9.524
1.444;1530974632;clearload.bid;;172.64.199.2;443;48.048;200;TCP/TLS1.2;9.534
1.254;1530974633;clearload.bid;;172.64.199.2;443;38.847;200;TCP/TLS1.3;9.582
1.293;1530974643;porn555.com;;104.27.21.101;443;47.849;200;TCP/TLS1.2;9.566
1.195;1530974643;porn555.com;;104.27.20.101;443;59.168;200;TCP/TLS1.3;9.606
17.623;1530974643;google.az;/;172.217.16.68;443;58.942;301;Q043;
1.305;1530974644;google.az;;172.217.16.68;443;82.359;301;TCP/TLS1.2;19.734
1.217;1530974644;google.az;;172.217.16.68;443;67.632;301;TCP/TLS1.3;21.688
1.217;1530974654;mediafire.com;;104.19.194.29;443;48.483;301;TCP/TLS1.2;9.575
1.375;1530974654;mediafire.com;;104.19.195.29;443;37.979;301;TCP/TLS1.3;9.585
1.308;1530974664;spankbang.com;;104.20.41.98;443;50.385;302;TCP/TLS1.2;9.719
1.227;1530974665;spankbang.com;;104.20.41.98;443;40.165;302;TCP/TLS1.3;9.609
1.298;1530974691;upornia.com;;104.27.241.252;443;1111.104;200;TCP/TLS1.2;355.277
1.236;1530974709;upornia.com;;104.27.240.252;443;363.683;200;TCP/TLS1.3;192.342
1.236;1530974727;yts.am;;104.27.215.28;443;48.567;200;TCP/TLS1.2;9.551
1.147;1530974732;yts.am;;104.27.215.28;443;41.784;200;TCP/TLS1.3;9.499
1.348;1530974742;canva.com;;104.16.78.22;443;47.519;301;TCP/TLS1.2;9.625
1.159;1530974742;canva.com;;104.16.79.22;443;42.769;301;TCP/TLS1.3;9.690
1.330;1530974752;messenger.com;;185.60.216.15;443;47.257;301;TCP/TLS1.2;9.662
1.120;1530974752;messenger.com;;185.60.216.15;443;36.699;301;TCP/TLS1.3;9.422
1.275;1530974763;hotmovs.com;;104.25.65.8;443;49.157;200;TCP/TLS1.2;9.579
1.144;1530974763;hotmovs.com;;104.25.65.8;443;38.715;200;TCP/TLS1.3;9.492
1.234;1530974773;udemy.com;;104.18.130.108;443;48.931;301;TCP/TLS1.2;9.569
1.263;1530974773;udemy.com;;104.18.133.108;443;45.346;301;TCP/TLS1.3;9.598
1.175;1530974783;1337x.to;;104.31.17.3;443;49.188;200;TCP/TLS1.2;9.689
1.431;1530974784;1337x.to;;104.31.16.3;443;38.934;200;TCP/TLS1.3;9.743
1.305;1530974794;elfagr.com;;104.25.22.11;443;82.817;302;TCP/TLS1.2;9.531
1.137;1530974794;elfagr.com;;104.25.23.11;443;41.796;302;TCP/TLS1.3;9.525
1.218;1530974804;kissanime.ru;;104.20.26.43;443;49.229;503;TCP/TLS1.2;9.573
1.230;1530974804;kissanime.ru;;104.20.27.43;443;38.354;503;TCP/TLS1.3;9.574
1.472;1530974814;hclips.com;;104.23.105.173;443;48.260;301;TCP/TLS1.2;9.742
1.152;1530974814;hclips.com;;104.23.104.173;443;38.178;301;TCP/TLS1.3;9.552
27.335;1530974814;google.kz;/;172.217.16.68;443;57.592;301;Q043;
1.226;1530974814;google.kz;;172.217.16.68;443;81.898;301;TCP/TLS1.2;19.771
1.237;1530974815;google.kz;;172.217.16.68;443;65.973;301;TCP/TLS1.3;21.889
1.259;1530974825;hdzog.com;;104.24.5.33;443;48.535;301;TCP/TLS1.2;9.607
1.065;1530974825;hdzog.com;;104.24.5.33;443;39.935;301;TCP/TLS1.3;9.547
1.318;1530974835;newsprofin.com;;172.64.97.4;443;52.038;200;TCP/TLS1.2;9.664
1.363;1530974835;newsprofin.com;;172.64.96.4;443;42.411;200;TCP/TLS1.3;9.667
1.191;1530974845;albawabhnews.com;;104.18.56.110;443;49.451;503;TCP/TLS1.2;9.596
1.179;1530974845;albawabhnews.com;;104.18.56.110;443;39.631;503;TCP/TLS1.3;9.571
1.324;1530974855;indoxx1.com;;104.25.6.27;443;54.413;200;TCP/TLS1.2;9.769
1.186;1530974855;indoxx1.com;;104.25.7.27;443;42.496;200;TCP/TLS1.3;9.648
1.195;1530974855;www.googlevideo.com;/;216.58.213.228;443;55.377;404;Q043;
1.323;1530974856;www.googlevideo.com;;216.58.213.228;443;83.595;404;TCP/TLS1.2;19.713
1.184;1530974856;www.googlevideo.com;;216.58.213.228;443;67.142;404;TCP/TLS1.3;21.730
1.221;1530974866;pornq.com;;104.24.14.115;443;49.750;200;TCP/TLS1.2;9.684
1.103;1530974866;pornq.com;;104.24.14.115;443;40.289;200;TCP/TLS1.3;9.600
1.340;1530974876;hdfcbank.com;;104.16.80.72;443;53.346;503;TCP/TLS1.2;9.587
1.223;1530974876;hdfcbank.com;;104.16.83.72;443;43.562;503;TCP/TLS1.3;9.543
1.322;1530974887;ouo.io;;104.20.2.139;443;48.332;200;TCP/TLS1.2;9.537
1.177;1530974887;ouo.io;;104.20.1.139;443;44.524;200;TCP/TLS1.3;9.551
1.540;1530974898;www.okta.com;;104.20.85.36;443;50.712;200;TCP/TLS1.2;9.596
1.328;1530974899;www.okta.com;;104.20.86.36;443;43.304;200;TCP/TLS1.3;9.586
1.245;1530974910;ensonhaber.com;;104.20.60.198;443;47.204;301;TCP/TLS1.2;9.568
1.120;1530974910;ensonhaber.com;;104.20.59.198;443;40.937;301;TCP/TLS1.3;9.645
1.331;1530974920;beeg.com;;104.20.38.253;443;62.244;200;TCP/TLS1.2;9.616
1.336;1530974920;beeg.com;;104.20.37.253;443;39.935;200;TCP/TLS1.3;9.795
1.158;1530974930;doublepimpssl.com;;104.16.223.128;443;45.033;200;TCP/TLS1.2;9.522
1.336;1530974931;doublepimpssl.com;;104.16.221.128;443;38.450;200;TCP/TLS1.3;9.589
1.344;1530974942;taringa.net;;104.16.252.64;443;52.060;302;TCP/TLS1.2;9.625
1.120;1530974943;taringa.net;;104.16.252.64;443;40.848;302;TCP/TLS1.3;9.573
17.644;1530974943;android.com;/;172.217.16.68;443;55.891;302;Q043;
1.179;1530974943;android.com;;172.217.16.68;443;83.343;302;TCP/TLS1.2;19.816
1.420;1530974943;android.com;;172.217.16.68;443;62.599;302;TCP/TLS1.3;19.744
1.285;1530974954;debate.com.mx;;104.17.230.106;443;50.838;301;TCP/TLS1.2;9.532
1.183;1530974954;debate.com.mx;;104.17.229.106;443;44.271;301;TCP/TLS1.3;9.472
1.217;1530974965;www.perfecttoolmedia.com;;104.27.145.236;443;49.249;200;TCP/TLS1.2;9.559
1.071;1530974965;www.perfecttoolmedia.com;;104.27.144.236;443;40.104;200;TCP/TLS1.3;9.636
1.193;1530974976;subscene.com;;104.27.155.70;443;49.201;200;TCP/TLS1.2;9.573
1.125;1530974976;subscene.com;;104.27.154.70;443;39.094;200;TCP/TLS1.3;9.555
1.185;1530974987;themeforest.net;;104.18.30.233;443;54.462;200;TCP/TLS1.2;9.597
1.147;1530974987;themeforest.net;;104.18.30.233;443;43.688;200;TCP/TLS1.3;9.559
1.195;1530974997;nexusmods.com;;104.25.117.119;443;50.770;301;TCP/TLS1.2;9.566
1.078;1530974997;nexusmods.com;;104.25.117.119;443;40.759;301;TCP/TLS1.3;9.528
1.179;1530975008;notifications-online.systems;;104.31.75.186;443;48.394;403;TCP/TLS1.2;9.523
1.206;1530975009;notifications-online.systems;;104.31.75.186;443;39.022;403;TCP/TLS1.3;9.632
1.227;1530975019;quizlet.com;;104.16.18.221;443;50.412;200;TCP/TLS1.2;9.591
1.186;1530975019;quizlet.com;;104.16.15.221;443;38.307;200;TCP/TLS1.3;9.512
1.253;1530975029;getcryptotab.com;;104.25.211.116;443;49.498;302;TCP/TLS1.2;9.666
1.279;1530975030;getcryptotab.com;;104.25.211.116;443;40.899;302;TCP/TLS1.3;9.508
1.190;1530975040;dailycaller.com;;104.20.222.36;443;49.484;200;TCP/TLS1.2;9.833
1.139;1530975040;dailycaller.com;;104.20.222.36;443;40.605;200;TCP/TLS1.3;9.795
1.281;1530975051;westernjournal.com;;104.20.136.61;443;51.992;301;TCP/TLS1.2;9.591
1.255;1530975051;westernjournal.com;;104.20.137.61;443;44.856;301;TCP/TLS1.3;9.588
1.210;1530975061;convert2mp3.net;;104.27.120.50;443;50.876;301;TCP/TLS1.2;9.574
1.232;1530975061;convert2mp3.net;;104.27.120.50;443;41.039;301;TCP/TLS1.3;9.552
1.119;1530975071;elbalad.news;;104.25.22.11;443;49.697;302;TCP/TLS1.2;9.511
1.125;1530975071;elbalad.news;;104.25.22.11;443;40.688;302;TCP/TLS1.3;9.535
1.284;1530975081;blatungo.com;;104.24.9.73;443;51.838;200;TCP/TLS1.2;9.612
1.232;1530975082;blatungo.com;;104.24.9.73;443;42.477;200;TCP/TLS1.3;9.578
1.261;1530975092;hespress.com;;104.20.115.3;443;49.507;301;TCP/TLS1.2;9.575
1.239;1530975092;hespress.com;;104.20.115.3;443;47.703;301;TCP/TLS1.3;9.488
72.201;1530975092;google.by;/;172.217.16.68;443;59.308;301;Q043;
1.138;1530975092;google.by;;172.217.16.68;443;84.494;301;TCP/TLS1.2;19.748
1.142;1530975093;google.by;;172.217.16.68;443;61.772;301;TCP/TLS1.3;21.735
1.373;1530975103;oload.download;;104.17.132.113;443;97.591;200;TCP/TLS1.2;9.568
1.434;1530975103;oload.download;;104.17.133.113;443;38.989;200;TCP/TLS1.3;9.533
1.312;1530975113;spotscenered.info;;104.17.58.91;443;47.547;200;TCP/TLS1.2;9.504
1.306;1530975114;spotscenered.info;;104.17.59.91;443;39.839;200;TCP/TLS1.3;9.531
1.235;1530975124;torrentz2.eu;;104.27.135.181;443;49.449;503;TCP/TLS1.2;9.550
1.381;1530975124;torrentz2.eu;;104.27.135.181;443;39.805;503;TCP/TLS1.3;9.587
1.284;1530975135;www.ptt.cc;;104.31.86.225;443;48.745;302;TCP/TLS1.2;9.647
1.187;1530975137;www.ptt.cc;;104.31.87.225;443;40.063;302;TCP/TLS1.3;9.556
1.211;1530975148;inquirer.net;;104.20.30.186;443;53.448;301;TCP/TLS1.2;9.566
1.425;1530975149;inquirer.net;;104.20.30.186;443;41.351;301;TCP/TLS1.3;9.558
1.260;1530975159;e-hentai.org;;104.24.254.11;443;52.215;200;TCP/TLS1.2;9.572
1.126;1530975160;e-hentai.org;;104.24.254.11;443;38.524;200;TCP/TLS1.3;9.481
1.361;1530975170;nhentai.net;;141.101.120.54;443;50.393;200;TCP/TLS1.2;9.587
1.151;1530975170;nhentai.net;;141.101.120.55;443;41.423;200;TCP/TLS1.3;9.564
1.258;1530975180;ilovepdf.com;;104.20.0.94;443;48.996;301;TCP/TLS1.2;9.585
1.181;1530975180;ilovepdf.com;;104.20.1.94;443;41.572;301;TCP/TLS1.3;9.618
1.211;1530975192;discuss.com.hk;;104.20.171.49;443;70.113;301;TCP/TLS1.2;9.528
1.154;1530975195;discuss.com.hk;;104.20.171.49;443;42.414;301;TCP/TLS1.3;9.534
1.231;1530975205;avgle.com;;104.20.117.27;443;57.637;200;TCP/TLS1.2;9.536
1.123;1530975205;avgle.com;;104.20.116.27;443;43.362;200;TCP/TLS1.3;9.582
1.550;1530975216;narcity.com;;104.27.174.37;443;51.529;301;TCP/TLS1.2;9.595
1.429;1530975216;narcity.com;;104.27.175.37;443;41.581;301;TCP/TLS1.3;9.557
1.288;1530975226;crunchyroll.com;;104.20.18.239;443;81.662;301;TCP/TLS1.2;9.541
1.256;1530975227;crunchyroll.com;;104.20.18.239;443;41.498;301;TCP/TLS1.3;9.543
1.319;1530975237;myanmarload.com;;104.27.129.25;443;52.598;301;TCP/TLS1.2;9.575
1.392;1530975237;myanmarload.com;;104.27.128.25;443;41.917;301;TCP/TLS1.3;9.543
1.221;1530975247;linkshrink.net;;104.27.181.151;443;49.574;200;TCP/TLS1.2;9.565
1.209;1530975247;linkshrink.net;;104.27.181.151;443;38.662;200;TCP/TLS1.3;9.549
1.182;1530975257;tamilrockers.gy;;104.27.143.232;443;48.342;301;TCP/TLS1.2;9.647
1.131;1530975257;tamilrockers.gy;;104.27.143.232;443;40.337;301;TCP/TLS1.3;9.649
131.140;1530975257;google.tm;/;172.217.16.68;443;54.786;301;Q043;
1.181;1530975258;google.tm;;172.217.16.68;443;89.116;301;TCP/TLS1.2;21.952
1.181;1530975258;google.tm;;172.217.16.68;443;65.719;301;TCP/TLS1.3;21.748
1.163;1530975268;ajel.sa;;104.20.61.4;443;48.817;200;TCP/TLS1.2;9.575
1.159;1530975268;ajel.sa;;104.20.60.4;443;38.544;200;TCP/TLS1.3;9.569
1.168;1530975279;animeflv.net;;104.24.29.35;443;48.912;200;TCP/TLS1.2;9.589
1.105;1530975279;animeflv.net;;104.24.29.35;443;43.931;200;TCP/TLS1.3;9.585
1.444;1530975289;pexels.com;;104.16.241.112;443;50.298;301;TCP/TLS1.2;9.577
1.256;1530975289;pexels.com;;104.16.240.112;443;39.531;301;TCP/TLS1.3;9.688
1.315;1530975300;egy.best;;104.25.236.22;443;48.355;200;TCP/TLS1.2;9.548
1.099;1530975300;egy.best;;104.25.236.22;443;40.005;200;TCP/TLS1.3;9.568
1.262;1530975310;nmisr.com;;104.25.232.115;443;57.392;301;TCP/TLS1.2;9.605
1.265;1530975310;nmisr.com;;104.25.232.115;443;43.045;301;TCP/TLS1.3;9.553
1.581;1530975321;unblocked.vet;;104.28.28.51;443;50.839;200;TCP/TLS1.2;9.627
1.258;1530975321;unblocked.vet;;104.28.29.51;443;40.617;200;TCP/TLS1.3;9.625
1.379;1530975331;fmovies.se;;104.31.16.3;443;53.070;301;TCP/TLS1.2;9.585
1.092;1530975331;fmovies.se;;104.31.17.3;443;39.332;301;TCP/TLS1.3;9.584
1.138;1530975341;uptobox.com;;104.20.67.21;443;51.418;200;TCP/TLS1.2;9.562
1.196;1530975341;uptobox.com;;104.20.68.21;443;42.685;200;TCP/TLS1.3;9.546
1.317;1530975352;www.cricbuzz.com;;104.17.41.113;443;65.997;200;TCP/TLS1.2;9.589
1.223;1530975352;www.cricbuzz.com;;104.17.40.113;443;51.008;200;TCP/TLS1.3;9.503
1.402;1530975362;thepiratebay.wtf;;104.24.114.202;443;49.255;200;TCP/TLS1.2;9.612
1.225;1530975363;thepiratebay.wtf;;104.24.115.202;443;43.644;200;TCP/TLS1.3;9.514
1.229;1530975373;limetorrents.cc;;104.27.214.28;443;49.067;301;TCP/TLS1.2;9.722
1.176;1530975373;limetorrents.cc;;104.27.215.28;443;39.500;301;TCP/TLS1.3;9.592
1.209;1530975383;ninisite.com;;104.20.68.156;443;46.391;301;TCP/TLS1.2;9.645
1.180;1530975383;ninisite.com;;104.20.68.156;443;40.497;301;TCP/TLS1.3;9.644
1.214;1530975394;feedly.com;;104.20.60.241;443;48.684;200;TCP/TLS1.2;9.636
1.378;1530975394;feedly.com;;104.20.60.241;443;40.083;200;TCP/TLS1.3;9.555
1.313;1530975405;shahid4u.tv;;104.28.28.197;443;49.518;301;TCP/TLS1.2;9.622
1.271;1530975405;shahid4u.tv;;104.28.29.197;443;39.125;301;TCP/TLS1.3;9.507
1.262;1530975415;popcash.net;;104.20.128.46;443;64.290;200;TCP/TLS1.2;9.595
1.202;1530975416;popcash.net;;104.20.129.46;443;51.765;200;TCP/TLS1.3;9.544
1.124;1530975426;animeyt.tv;;104.25.186.6;443;52.215;301;TCP/TLS1.2;9.543
1.070;1530975426;animeyt.tv;;104.25.187.6;443;43.516;301;TCP/TLS1.3;9.564
1.220;1530975436;5ch.net;;104.20.26.96;443;48.941;200;TCP/TLS1.2;9.610
1.131;1530975437;5ch.net;;104.20.27.96;443;46.468;200;TCP/TLS1.3;9.576
1.223;1530975447;cimaclub.com;;104.28.5.123;443;50.402;301;TCP/TLS1.2;9.580
1.103;1530975447;cimaclub.com;;104.28.4.123;443;45.622;301;TCP/TLS1.3;9.604
1.231;1530975460;apkpure.com;;104.20.82.194;443;48.975;200;TCP/TLS1.2;9.617
1.192;1530975461;apkpure.com;;104.20.82.194;443;40.868;200;TCP/TLS1.3;9.631
1.595;1530975472;velocecdn.com;;104.16.117.230;443;50.168;403;TCP/TLS1.2;9.613
1.152;1530975472;velocecdn.com;;104.16.121.230;443;40.326;403;TCP/TLS1.3;9.534
1.221;1530975482;mmoframes.com;;104.28.18.243;443;51.379;200;TCP/TLS1.2;9.647
1.173;1530975482;mmoframes.com;;104.28.18.243;443;36.374;200;TCP/TLS1.3;9.575
1.326;1530975493;codepen.io;;104.25.15.31;443;50.202;200;TCP/TLS1.2;9.553
1.158;1530975494;codepen.io;;104.25.14.31;443;44.960;200;TCP/TLS1.3;9.554
1.424;1530975505;gogoanime.se;;104.25.65.103;443;49.336;301;TCP/TLS1.2;9.548
1.200;1530975505;gogoanime.se;;104.25.65.103;443;39.281;301;TCP/TLS1.3;9.520
1.209;1530975515;voyeurhit.com;;104.25.65.8;443;49.537;200;TCP/TLS1.2;9.620
1.064;1530975515;voyeurhit.com;;104.25.64.8;443;38.772;200;TCP/TLS1.3;9.680
11.549;1530975525;www.chess.com;;104.17.240.85;443;47.822;200;TCP/TLS1.2;9.691
1.183;1530975526;www.chess.com;;104.17.241.85;443;42.239;200;TCP/TLS1.3;9.673
1.269;1530975536;telegraf.com.ua;;104.25.97.28;443;49.321;200;TCP/TLS1.2;9.579
1.230;1530975536;telegraf.com.ua;;104.25.96.28;443;43.095;200;TCP/TLS1.3;9.579
1.275;1530975546;freearabsexx.com;;104.25.117.19;443;46.863;301;TCP/TLS1.2;9.702
1.346;1530975547;freearabsexx.com;;104.25.116.19;443;42.472;301;TCP/TLS1.3;9.548
1.262;1530975557;prnt.sc;;104.27.100.99;443;47.728;403;TCP/TLS1.2;9.589
1.213;1530975557;prnt.sc;;104.27.100.99;443;43.014;403;TCP/TLS1.3;9.546
2770.975;1530975577;chiphell.com;;162.159.228.132;443;52.467;525;TCP/TLS1.2;9.592
4295.407;1530975582;chiphell.com;;162.159.229.132;443;41.627;301;TCP/TLS1.3;9.615
1.356;1530975593;chouftv.ma;;104.20.10.75;443;53.596;301;TCP/TLS1.2;9.793
1.133;1530975593;chouftv.ma;;104.20.10.75;443;43.086;301;TCP/TLS1.3;9.569
1.271;1530975603;4pda.ru;;104.20.42.23;443;51.881;200;TCP/TLS1.2;9.586
1.359;1530975603;4pda.ru;;104.20.41.23;443;38.760;200;TCP/TLS1.3;9.560
1.239;1530975614;www.17track.net;;104.20.24.216;443;48.976;302;TCP/TLS1.2;9.672
358.868;1530975615;www.17track.net;;104.20.23.216;443;49.942;302;TCP/TLS1.3;9.568
